"County","State","Age.Percent 65 and Older","Age.Percent Under 18 Years","Age.Percent Under 5 Years","Education.Bachelor's Degree or Higher","Education.High School or Higher","Employment.Nonemployer Establishments","Ethnicities.American Indian and Alaska Native Alone","Ethnicities.Asian Alone","Ethnicities.Black Alone","Ethnicities.Hispanic or Latino","Ethnicities.Native Hawaiian and Other Pacific Islander Alone","Ethnicities.Two or More Races","Ethnicities.White Alone","Ethnicities.White Alone	 not Hispanic or Latino","Housing.Homeownership Rate","Housing.Households","Housing.Housing Units","Housing.Median Value of Owner-Occupied Units","Housing.Persons per Household","Income.Median Houseold Income","Income.Per Capita Income","Miscellaneous.Foreign Born","Miscellaneous.Land Area","Miscellaneous.Language Other than English at Home","Miscellaneous.Living in Same House +1 Years","Miscellaneous.Manufacturers Shipments","Miscellaneous.Mean Travel Time to Work","Miscellaneous.Percent Female","Miscellaneous.Veterans","Population.2020 Population","Population.2010 Population","Population.Population per Square Mile","Sales.Accommodation and Food Services Sales","Sales.Retail Sales","Employment.Firms.Total","Employment.Firms.Women-Owned","Employment.Firms.Men-Owned","Employment.Firms.Minority-Owned","Employment.Firms.Nonminority-Owned","Employment.Firms.Veteran-Owned","Employment.Firms.Nonveteran-Owned"
"Camden County","MO","26.9","17.9","4.5","20.95","89.9","1970","0.649999999999999","0.649999999999999","0.649999999999999","2.7","0.1","1.4","96.6","94.3","79.45","16840","41645","185500","2.625","48468","14135","2.2","887.065","1.29999999999999","43","65623.5","11.5","50.5","4825","43385","44002","67.1","71432","324056","2270","566","1160","47","2093","236","1793"
"Camden County","NC","15.8999999999999","23.25","4.75","17.95","86.4","362","0.55","2.3","12.05","2.8","0.05","2.6","82.45","80.3","84.15","3754","4263","214500","2.73","60588","14108","2.85","575.825","1.85","44.8","-1","16.55","50","1207","10343","9980","41.5","767","12449","368","95","242","56","308","122","233"
"Camden County","NJ","15.15","22.95","6.15","30.8","87.9","16214","0.649999999999999","5.9","21.35","16.6","0.1","2.45","69.55","57.05","67.55","187662","206490","204250","2.67999999999999","66066","17978","10.75","122.095","9.75","43.8","-1","13.95","51.7","26328","517260","513657","2321.5","394682","3222914","18353","5714","11006","4673","13001","1799","15869"
"Cameron County","PA","25.95","17.6","4.69999999999999","13.95","88.55","107","0.4","0.4","0.75","1.1","0.05","1.25","97.15","96.25","71.75","2162","4409","74000","2.17999999999999","41290","12263","1.05","291.455","0.75","42.9","-1","9","50.25","525","4676","5085","12.8","-1","15449","200","80","104","-1","188","17","170"
"Cameron County","TX","13.1","30.75","8.25","16.35","65.8","16343","0.649999999999999","0.8","0.85","89.35","0.1","0.55","97.15","9.25","66.55","121220","150100","82050","3.41","35966","8714","23.8","850.835","35.2","45.35","854791.5","9.45","51.45","14368","420704","406220","456","317546","2062406","18296","7397","9521","14873","2828","1439","16310"
"Cameron Parish","LA","16","22.25","5.2","14.05","84.35","341","0.649999999999999","0.3","4.05","3.95","0.05","1.35","93.6","89.9499999999999","87.2","2631","4055","116200","2.59499999999999","59000","14177","2.35","1062.605","4.9","47.45","-1","16","50.3","498","6148","6839","5.3","680","14159","377","71","245","11","338","44","296"
"Camp County","TX","18.15","26.2","6.9","17.2999999999999","81.7","413","1.05","0.95","16.7","24.65","0.2","2.5","78.65","56.15","69.7","4538","5761","102350","2.76","42641","11222","11.3","319.375","9.9","43.7","-1","11.75","51.5","904","12543","12401","63.3","-1","55610","539","176","299","83","440","65","443"
"Campbell County","KY","14.95","21.4","5.94999999999999","32.4","89.65","2849","0.2","1.05","3.05","2","0","1.7","93.95","92.3","69.85","35974","40334","159149","2.46","58677","17012","2.15","423.21","1.35","43","497337.5","10.9","50.9","5671","92454","90336","597","-1","552608","3311","938","1883","140","3056","287","2885"
"Campbell County","SD","27","16.5","4.44999999999999","22.25","87.4","74","1.1","0.5","0.25","2.05","-0.5","1.1","97.05","95.5","82.7","676","980","60449","2.145","45089","16340","0.95","1503.03","1.25","45.7","-1","8.5","48.4","99","1383","1466","2","-1","5462","71","32","32","-1","56","-1","62"
"Campbell County","TN","20.15","20.65","5.4","10.95","73.85","1166","0.3","0.35","0.5","1.4","0.1","1.15","97.55","96.35","68.65","16073","20862","97950","2.465","35873","12104","0.85","411.52","0.1","42.6","117961","14.8999999999999","51.0999999999999","2788","39597","40716","84.8","-1","200744","1739","461","1082","74","1610","206","1457"
"Campbell County","VA","19.2","19.75","4.8","19.8","85.5","1577","0.35","1.05","14.65","2.55","0.05","2","81.9","79.75","75.35","22422","25694","153648","2.435","48413","13868","2.1","251.435","1","44.45","777706.5","11.75","51.3499999999999","4452","55290","54842","108.8","32132","300482","1901","704","962","209","1628","212","1526"
"Campbell County","WY","8.89999999999999","27.55","7.6","18.85","92.2","1691","1.55","0.7","0.8","8.55","0.1","2.05","94.85","87.35","74.15","17339","20007","212298","2.685","81072","17387","3.35","2400.855","2.5","41.25","133895.5","10.15","48.3","3112","47675","46133","9.6","47534","447995","2330","872","971","110","2081","254","1853"
"Canadian County","OK","12.65","26.25","6.75","26.35","91.45","5771","5.1","3.3","3.25","8.9","0.1","4.55","83.8","76.35","76.35","43391","48294","152349","2.94","67841","15377","4.65","535.275","3.84999999999999","42.8","517818.5","11.65","50.4","9728","141993","115541","128.9","80309","653393","5045","1439","2894","695","4172","548","4205"
"Candler County","GA","17.65","25.3","6.25","13.8","77.9","407","0.25","0.95","24.7","11.75","0.1","1.29999999999999","72.65","62","60.8","3936","4745","91398","2.705","34404","10343","6.05","719.665","4.05","43.45","-1","10.35","50.8","698","10933","10998","45.3","-1","60020","371","113","221","80","272","44","311"
"Cannon County","TN","18.3","21.35","5.7","14.4","80.45","551","0.35","0.4","1.75","2.15","0.1","1.5","95.95","94.2","76","5434","6107","140499","2.54","48009","13217","1.65","340.62","0.3","42.75","13054","15.55","50.2","938","14129","13801","52","-1","30575","470","131","299","11","449","53","407"
"Canyon County","ID","13.25","28.9","7.6","17.75","83.9","6968","1.7","1.05","0.8","25.1","0.3","2.65","93.45","70.65","69.4","68122","75688","150550","2.96","47118","11114","8.15","458.95","8.85","40.25","-1","11.8","50.5","13425","217123","188923","321.6","90041","1074704","7220","2264","3230","989","5858","629","6038"
"Cape Girardeau County","MO","16.25","21.4","5.8","29.45","89.35","2738","0.4","1.7","7.8","2.35","0","2.15","87.95","86.05","65.75","29501","34000","148999","2.505","50122","14132","2.55","528.67","1.35","39.2","1442272.5","9.5","51.6","5487","79876","75674","130.8","85481","805715","3446","1055","1712","239","3005","317","2816"
"Cape May County","NJ","25.6","17.55","4.65","30.75","90.8","4244","0.4","1","4.9","7.69999999999999","0.1","1.9","91.6999999999999","85.35","76.1","41244","99276","306650","2.235","61783","20192","5.05","953.15","3.75","43.8","49103.5","10.9","51.25","7761","95305","97265","386.9","296498","819713","5462","1658","3020","335","4991","440","4718"
"Carbon County","MT","24.55","17.65","3.9","29","93.5","620","1.25","0.3","0.55","2.34999999999999","0.05","1.4","96.4","94.4","76.55","4421","6523","226750","2.32","53267","16532","1.45","1333.645","1.2","45.75","-1","12.35","49.5999999999999","1140","10435","10078","4.9","12407","-1","887","257","323","14","836","47","701"
"Carbon County","PA","20.7","19.45","4.69999999999999","16.5","88.4","1700","0.35","0.55","2.09999999999999","4.69999999999999","0.1","1.2","95.75","91.8","77.35","25972","34638","146550","2.45","52953","14600","2.8","1072.625","1.79999999999999","44.85","207492","15.95","50.35","5712","64594","65249","171.1","56021","281306","2375","719","1439","140","2126","260","2003"
"Carbon County","UT","16.65","26.25","6.95","14.85","88.8","560","1.6","0.7","0.7","13.25","0.2","1.95","94.9","83.05","71.6","7794","9743","131748","2.59","47940","11930","2.7","738.745","2.05","41.85","60728.5","8.4","50.3","1229","20537","21403","14.5","12785","155645","743","272","332","32","668","32","656"
"Carbon County","WY","15.9","23.2999999999999","6.3","19.15","90.3","581","1.75","1","1.35","17.9","0.1","1.79999999999999","94","77.5","71.65","6140","8710","159199","2.375","57753","14774","4.95","3948.29","7.25","41.8","-1","7.3","46.2","1303","15197","15885","2","23846","152726","722","251","254","62","596","44","590"
"Caribou County","ID","17.05","28.8","7.3","18.25","89.95","230","0.649999999999999","0.5","0.15","5.85","0.25","1.25","97.15","91.7","81.6999999999999","2593","3274","131099","2.635","56319","13109","2.9","1072.38","1.45","44.75","-1","7.8","49.4","439","6930","6963","3.9","1952","39620","350","71","122","-1","326","17","296"
"Carlisle County","KY","20.75","22.6","6.15","15.2","83.1","206","0.7","0.3","1.5","2.45","-0.5","1.9","95.65","93.55","81.25","2007","2455","81549","2.425","42079","15032","0.899999999999999","379.37","0.25","46.95","5175","12.7","50.85","344","4903","5104","26.9","623","9950","254","35","137","-1","251","23","203"
"Carlton County","MN","16.9","22.5","5.5","21.7","93.1","968","6","0.55","1.65","1.75","0","2.55","89.25","88.15","79","13702","16018","165198","2.445","58056","14717","1.2","1276.73","1.25","44.65","-1","11.2","47.8499999999999","2901","35889","35386","41.1","17279","175904","1301","443","587","56","1184","107","1058"
"Caroline County","MD","16.05","23.8","6.05","16.7","83.5","1301","0.85","1.1","14.2","7.1","0.35","2.25","81.25","76.05","72.55","11914","13586","207652","2.71999999999999","58635","14810","4.6","422.955","3.65","43.8","151131.5","15.85","51.15","2560","32913","33066","103.5","-1","238106","1337","422","728","110","1175","122","1097"
"Caroline County","VA","16","23.15","6.5","18.35","83","914","0.8","1","27.7","4.7","0.1","3.35","67.1","63.5","79.65","10812","12205","197199","2.565","61160","15782","3.25","263.255","2.35","41.25","38056","17.05","50.7","2681","30330","28545","54.1","9248","202082","1088","431","530","299","767","131","920"
"Carroll County","AR","22.5","21.75","5.55","19.25","85.4499999999999","1313","1.35","1.45","0.8","14.8999999999999","1","2.15","93.3","79.75","74.45","11079","13691","128448","2.48","41345","12647","7.69999999999999","1849.225","6.05","44.1","370973.5","9.9","50.45","2643","28002","27446","43.6","28331","115088","1499","458","737","107","1304","122","1271"
"Carroll County","GA","13.15","23.9","6.4","19.7","82.15","4406","0.5","1","19.4","6.85","0.1","2.15","76.85","71.1","66.8","40697","45384","128148","2.715","49942","12494","4.2","501.73","3","40.3","3118900.5","13.7","51.0999999999999","6650","116619","110527","221.5","78827","655214","4670","1781","2369","953","3533","299","4157"
"Carroll County","IA","19.95","24.3","6.45","20.6","92.4","929","0.3","0.5","1.1","2.59999999999999","0","0.95","97.15","94.9","75.6","8674","9491","122299","2.315","53785","15821","1.15","790.87","0.7","44.25","452129.5","6.35","50.95","1324","20661","20816","36.6","11234","179984","1226","332","629","11","1166","104","989"
"Carroll County","IL","24.7","19.2","4.8","17.3","90.05","476","0.45","0.6","1.1","3.65","0","1.45","96.4","93.1999999999999","76.55","6590","8442","103100","2.205","50196","14582","2.59999999999999","682.244999999999","0.85","44.5","146548","11.85","50.1","1278","15207","15387","34.6","7478","47759","740","212","428","-1","722","95","611"
"Carroll County","IN","18.85","22.65","5.5","16.35","88.05","659","0.35","0.2","0.8","4.19999999999999","0","1.1","97.5","94","79.75","7998","9569","117799","2.495","52672","14681","2.55","735.245","1.29999999999999","44.5","-1","13.8","50","1616","20112","20155","54.1","9683","49898","626","128","389","14","578","23","566"
"Carroll County","KY","15.2","25.7","7.6","8.85","76.55","248","0.4","0.55","2","7","0.05","2.15","94.85","88.5","63.5999999999999","4185","4709","107699","2.49","41840","12608","3.59999999999999","153.05","2.35","40.6","-1","9.35","49.85","738","10815","10811","84.1","-1","93899","389","110","182","14","350","20","332"
"Carroll County","MD","16.3","22.05","5.2","34.55","92.1","6395","0.25","1.9","3.75","3.45","0.05","1.8","92.25","89.25","82.1","60332","63561","332749","2.715","90778","21041","3.7","441.555","2","45.15","509710.5","17.6","50.55","12033","170359","167134","373.4","123410","1122608","7343","2333","4187","515","6614","761","6254"
"Carroll County","MO","21.35","22.6","5.65","16.15","84.85","299","0.35","0.35","1.95","1.45","0.1","1.55","95.7","94.4","77.3","3559","4627","86048","2.495","48414","12857","1.4","588.73","1.75","43.6","-1","13.35","51.15","686","8770","9295","13.4","-1","41642","305","89","125","-1","284","14","257"
"Carroll County","MS","22.6","19.25","4.25","12.25","79.2","353","0.25","0.25","33.5","1.45","0","1","65.05","64.05","82.2","3790","5144","83899","2.645","38545","11192","0.35","547.06","-0.5","45.5","-1","13.75","49.35","481","10128","10597","16.9","143","11054","371","137","218","83","278","38","308"
"Carroll County","NH","26.75","16.05","3.7","32.75","93.05","2903","0.35","0.75","0.6","1.5","0","1.25","97.1","95.85","79.9499999999999","21189","40946","234498","2.235","57007","18743","2.8","825.359999999999","0.75","43.5","112904","12.8499999999999","50.5","4887","48752","47818","51.4","123473","438827","3680","887","2348","83","3461","377","3071"
"Carroll County","OH","20.45","21.2","5.05","12.15","87.3","941","0.3","0.35","0.649999999999999","1.25","0","1.25","97.4","96.35","78.75","11200","13598","118449","2.46","49521","14756","0.7","636.59","0.899999999999999","45.05","184283","13.7","49.9","2113","27455","28836","73.1","8960","102440","1061","272","629","35","989","131","842"
"Carroll County","TN","20.15","21.55","5.75","16.7","81.35","797","0.55","0.35","10.2","2.65","0.05","1.95","86.8","84.65","74.4499999999999","10992","13226","84400","2.48","38841","11195","1.05","515.49","0.799999999999999","43.2","306230","12.9","51.25","2144","28403","28522","47.6","9731","102221","1055","308","584","29","977","122","845"
"Carroll County","VA","23.5499999999999","18.55","4.3","13.9","78.5","857","0.3","0.2","0.9","3.5","0.05","1","97.5","94.5","78.5","12467","16656","107898","2.38","38844","12722","1.95","236.845","0.75","45.25","-1","12.5","50.4","2205","29390","30042","63.3","17189","142841","1049","254","677","38","992","128","875"
"Carson City","NV","19.5","20.5","5.3","21.15","86.7","-1","2.5","2.5","2.15","23.45","0.199999999999999","2.75","85.75","67.9","57.45","21969","11734","236349","2.405","53835","15773","11.85","971.25","10.8","40.95","317014.5","9.6","48.75","5302","56580","55274","382.1","66701","459098","3314","740","1625","467","2309","377","2294"
"Carson County","TX","19.1","24.2999999999999","5.3","24.95","90.4499999999999","209","1.5","0.6","1","9.85","0.1","1.9","95","85.75","85.15","2313","2780","100999","2.6","69949","17351","2.25","737.575","2.9","41.4","-1","11.1499999999999","50","430","5911","6182","6.7","-1","28688","188","59","92","-1","176","-1","176"
"Carter County","KY","17.95","22.45","6.1","11.5","77.35","824","0.3","0.25","0.7","1.29999999999999","0","0.95","97.8","96.6","78.55","9965","12422","84748","2.67","35572","9386","0.45","516.39","0.05","44.9","126733","15","50.7","1362","26926","27720","67.7","14033","136412","1163","389","656","-1","1130","83","1055"
"Carter County","MO","19.35","23.5","6.3","14.65","79.75","254","1.2","0.15","0.45","2.4","0","2.09999999999999","96","94.15","75.5","2381","3252","99899","2.59","35246","11051","0.5","506.2","-0.3","42.55","18074","13.2","51.5","521","5730","6265","12.3","2171","15563","260","101","107","-1","248","23","227"
"Carter County","MT","25.65","19.15","6.55","18.2999999999999","92.65","65","0.95","0.1","0.15","1.15","-0.5","1.4","97.35","96.35","76.2","561","820","96650","2.26499999999999","43829","14288","0.1","2159.975","0","46.1","-1","8.6","50.05","75","1292","1160","0.3","-1","7337","74","-1","20","-1","71","-1","68"
"Carter County","OK","16.4","25.2","6.9","18.8","86.85","1706","9.85","1.2","6.94999999999999","7.2","0.1","6.5","75.4","70.25","68.65","17873","21681","101799","2.64","46408","13046","2.9","2060.375","2.85","41.45","2426737.5","9.35","51.25","3724","48413","47557","57.8","53366","444827","2294","533","1340","299","1844","419","1724"
"Carter County","TN","21.0499999999999","18.6","4.65","16.65","81.65","1610","0.3","0.4","1.65","1.85","0","1.29999999999999","96.35","94.75","71.55","23932","28091","111849","2.30999999999999","34965","11600","1.2","1188.905","0.5","42.9","94221.5","11.3499999999999","50.95","4838","56622","57424","168.3","24239","215597","1715","503","1043","35","1634","185","1457"
"Carteret County","NC","23.75","17.7999999999999","4.25","26.5","89.9499999999999","3383","0.6","1.25","5.9","4.35","0.15","2.1","89.9","86.35","71.4","29455","49930","206649","2.275","51862","16859","3.25","867.845","2.2","42.15","171838","11.2","50.85","8495","68250","66469","131.3","82199","486395","3791","1145","2066","200","3434","566","2903"
"Carver County","MN","11.3","27.15","6.4","46.7","95.8","4175","0.3","3.2","1.9","4.25","0","1.79999999999999","92.85","89.05","81.8","35118","38043","288949","2.745","92632","23609","5.35","920.51","3.2","44.15","1996143.5","12.8","50.3499999999999","4660","102129","91042","256.9","-1","453875","4961","1451","2699","296","4544","353","4364"
"Cascade County","MT","18","22.5","6.6","25.15","91.3","2441","4.75","1","1.7","4.4","0.1","3.75","88.65","85.4","65","33877","38384","168898","2.335","47438","15053","2.2","1940.77","1","40.6","477664.5","7.44999999999999","49.55","9758","83379","81327","30.1","97361","679850","3656","1271","1790","140","3317","395","3008"
